pair_key,cv_id,cv_level,cv_category,job_id,job_title,job_category,rank,high_dims,cohere_relevance,gptoss_relevance,llama_relevance,final_relevance,cohere_skills,gptoss_skills,llama_skills,final_skills,cohere_experience,gptoss_experience,llama_experience,final_experience,cohere_education,gptoss_education,llama_education,final_education,job_experience,job_education_level,cv_experience_years,cv_education_level,cv_education_field,cv_technical_skills,job_requirements_tags,job_technical_skills
ksxd_P_7222c009019dbf5438a77e38fdcb9770_3,ksxd_P,P,Kỹ sư xây dựng,7222c009019dbf5438a77e38fdcb9770,Nhân Viên Kinh Doanh/ Nhân Viên Tư Vấn Tuyển Sinh/ Tư Vấn Khóa Học IELTS (Không Yêu Cầu Kinh Nghiệm Giáo Dục) - Lương 12 - 25 Triệu/Tháng,Nhân viên kinh doanh,3,experience_match,3,4,4,4,3,4,2,3,7,5,10,5,7,8,7,7,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Tư vấn tuyển sinh/khoá học; Giáo dục / Đào tạo; B2C,giao tiếp; thuyết phục; kỹ năng làm việc độc lập; chịu áp lực công việc
ksxd_P_95d02b83aea8e1acd26f3d5598932d96_14,ksxd_P,P,Kỹ sư xây dựng,95d02b83aea8e1acd26f3d5598932d96,Nhân Viên Quản Trị Dữ Liệu (Data Admin),IT,14,experience_match,4,5,3,4,3,4,2,3,8,6,3,5,7,8,6,7,Dưới 1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Data Analyst; Bán lẻ - Hàng tiêu dùng - FMCG; Thực phẩm / Đồ uống; Kế toán,Data Analyst; ERP (đặc biệt SAP); SQL; Database structuring
ksxd_P_ea7858a5c8cfc985ed9fc2b72ae40703_15,ksxd_P,P,Kỹ sư xây dựng,ea7858a5c8cfc985ed9fc2b72ae40703,Thợ Làm Bánh (Baker & Cake),Lao động phổ thông,15,education_match,1,2,2,3,1,0,1,1,10,9,10,10,1,9,7,7,Không yêu cầu,Trung cấp,2,Đại học,Quản trị kinh doanh,Excel; SAP,Thợ làm bánh; Thực phẩm / Đồ uống,Mixing; Shaping; Oven; Decoration
ksxd_P_fadbf9fddd686b0aba832143a92a3355_5,ksxd_P,P,Kỹ sư xây dựng,fadbf9fddd686b0aba832143a92a3355,Nhân Viên Chăm Sóc Khách Hàng,Chăm sóc khách hàng,5,skills_match,5,6,3,5,4,7,2,3,7,8,5,7,7,8,7,7,1 năm,Cao đẳng,2,Đại học,Quản trị kinh doanh,Excel; SAP,Chăm sóc khách hàng; Y tế / Dược phẩm; Quan hệ công chúng; Nhà hàng / Khách sạn,giao tiếp xuất sắc; kỹ năng giải quyết vấn đề và xử lý tình huống tốt; khả năng làm việc độc lập và làm việc nhóm hiệu quả
kt_L1_1d664a7acd5db97f50f6f1f169f0a799_3,kt_L1,L1,Kế toán,1d664a7acd5db97f50f6f1f169f0a799,Nhân Viên Kế Toán Dịch Vụ,Kế toán,3,experience_match,7,5,6,7,6,4,7,6,10,4,10,10,7,10,8,8,Dưới 1 năm,Cao đẳng,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán,Excel; SmartPro; MISA; SAP
kt_L1_525eb5c39ad022be615dc8a9f938bb72_7,kt_L1,L1,Kế toán,525eb5c39ad022be615dc8a9f938bb72,Kế Toán Tổng Hợp,Kế toán,7,education_match,2,2,2,3,2,4,6,4,0,1,0,0,4,10,8,9,5 năm,Cao đẳng,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_L1_7188cccf68ebe7645fc920c5093315a6_6,kt_L1,L1,Kế toán,7188cccf68ebe7645fc920c5093315a6,Kế Toán Tổng Hợp,Kế toán,6,skills_match;education_match,3,3,2,5,3,10,7,9,0,1,0,0,4,9,8,9,4 năm,Cao đẳng,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_L1_8432f21f19653cf2a8e46687e0634369_15,kt_L1,L1,Kế toán,8432f21f19653cf2a8e46687e0634369,Kế Toán Tổng Hợp - Q.Tân Phú - Lương 13tr-17tr - Đi Làm Ngay,Kế toán,15,experience_match,7,6,5,7,7,7,8,7,7,3,2,5,10,10,10,10,2 năm,Đại học,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_L1_9e53c17406eef4c4cd4c63058f4e1ba3_2,kt_L1,L1,Kế toán,9e53c17406eef4c4cd4c63058f4e1ba3,Kế Toán Trưởng,Kế toán,2,education_match,1,3,2,3,1,4,4,4,0,1,0,0,1,10,10,10,Trên 5 năm,Đại học,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_L1_c687691e882248a90c00e7afcf6a7814_12,kt_L1,L1,Kế toán,c687691e882248a90c00e7afcf6a7814,Cán Bộ Kế Toán,Kế toán,12,skills_match,4,8,7,9,3,7,8,9,10,10,10,10,7,10,10,10,Không yêu cầu,Đại học,0,Đại học,Kế toán,Kế toán tổng hợp; Phần mềm kế toán,Kế toán tổng hợp; Kế toán; Kiểm toán,Kế toán tổng hợp; Kế toán; Kiểm toán
kt_L1b_362e723670b550ce8c4935f9d46ca566_1,kt_L1b,L1b,Kế toán,362e723670b550ce8c4935f9d46ca566,Kế Toán Trưởng,Kế toán,1,skills_match,4,5,6,6,5,10,7,9,3,3,5,3,7,8,8,8,3 năm,Cao đẳng,1,Đại học,Quản trị kinh doanh,Excel; Phần mềm kế toán,Kế toán trưởng,Excel; Phần mềm kế toán
kt_L1b_5d18fd68f15682fe908168f81fd0eac8_5,kt_L1b,L1b,Kế toán,5d18fd68f15682fe908168f81fd0eac8,Nhân Viên Kế Toán,Kế toán,5,experience_match,5,5,6,6,4,5,4,4,10,4,9,9,7,9,7,7,1 năm,Đại học,1,Đại học,Quản trị kinh doanh,Excel; Phần mềm kế toán,,Excel; AutoCAD; Python; SAP
kt_L3b_571c08fbb317cd9eb5ad26f159158872_15,kt_L3b,L3b,Kế toán,571c08fbb317cd9eb5ad26f159158872,Kế Toán Nội Bộ - Hồ Chí Minh,Kế toán,15,experience_match,7,7,6,7,7,6,7,7,9,5,3,5,10,10,10,10,Dưới 1 năm,Đại học,4,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa,,Kế toán nội bộ; Kế toán; Kiểm toán
kt_L4_1d664a7acd5db97f50f6f1f169f0a799_6,kt_L4,L4,Kế toán,1d664a7acd5db97f50f6f1f169f0a799,Nhân Viên Kế Toán Dịch Vụ,Kế toán,6,relevance_score;experience_match;education_match,7,6,2,6,7,6,6,6,7,5,0,4,7,9,4,9,Dưới 1 năm,Cao đẳng,6,Đại học,Kế toán,Kế toán tổng hợp; Kế toán trưởng; Kế toán thuế; Phần mềm kế toán; Misa; Kế toán doanh thu,Kế toán tổng hợp; Kế toán,Excel; SmartPro; MISA; SAP
kt_L4_b3bb8a6b242ac73a479d378dc4c61306_14,kt_L4,L4,Kế toán,b3bb8a6b242ac73a479d378dc4c61306,Kế Toán Thuế Tổng Hợp (Không Yêu Cầu Kinh Nghiệm) - Đi Làm Ngay,Kế toán,14,experience_match,8,6,8,8,9,9,9,9,10,4,10,4,8,8,6,8,Không yêu cầu,Trung cấp,6,Đại học,Kế toán,Kế toán tổng hợp; Kế toán trưởng; Kế toán thuế; Phần mềm kế toán; Misa; Kế toán doanh thu,Kế toán tổng hợp; Kế toán; Thuế,Kế toán tổng hợp; Kế toán; Thuế
kt_L4_e4ced356a8f6a5474d1f787f03fd5461_11,kt_L4,L4,Kế toán,e4ced356a8f6a5474d1f787f03fd5461,Nhân Viên Kế Toán,Kế toán,11,experience_match,8,6,7,7,9,9,8,9,10,4,10,4,7,9,9,9,Không yêu cầu,Trung cấp,6,Đại học,Kế toán,Kế toán tổng hợp; Kế toán trưởng; Kế toán thuế; Phần mềm kế toán; Misa; Kế toán doanh thu,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_L4b_303eb38e7d646f06c21aa4538f72c7a6_12,kt_L4b,L4b,Kế toán,303eb38e7d646f06c21aa4538f72c7a6,Kế Toán Nội Bộ - Không Yêu Cầu Kinh Nghiệm,Kế toán,12,experience_match,7,5,6,6,7,6,8,7,10,4,3,4,7,8,9,8,Dưới 1 năm,Trung cấp,7,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa; Kế toán sản xuất; Kế toán doanh thu,Kế toán nội bộ; Kế toán,Kế toán nội bộ; Kế toán
kt_L4b_5ba4493424b0c61f5fc9d819f252ad96_1,kt_L4b,L4b,Kế toán,5ba4493424b0c61f5fc9d819f252ad96,"Kế Toán Nội Bộ, Không Yêu Cầu Kinh Nghiệm, Nhận Việc Ngay",Kế toán,1,experience_match,7,7,8,7,7,9,8,8,10,4,10,4,8,8,9,8,Không yêu cầu,Cao đẳng,7,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa; Kế toán sản xuất; Kế toán doanh thu,Kế toán nội bộ; Kế toán,Kế toán nội bộ; Kế toán
kt_L4b_803808a5ca12a91e9a7985bff344e252_6,kt_L4b,L4b,Kế toán,803808a5ca12a91e9a7985bff344e252,Kế Toán Nội Bộ Fulltime - Thu Nhập Từ 9-12 Triệu - Đi Làm Ngay Tại Hà Nội,Kế toán,6,experience_match,7,7,8,7,7,8,9,8,10,4,10,4,10,10,10,10,Không yêu cầu,Đại học,7,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa; Kế toán sản xuất; Kế toán doanh thu,Kế toán nội bộ; Kế toán; Kiểm toán; Thuế,Excel; Phần mềm kế toán
kt_L4b_a641a797d55af0377e010857d8d6d3a0_14,kt_L4b,L4b,Kế toán,a641a797d55af0377e010857d8d6d3a0,Kế Toán Nội Bộ Mảng Logistic,Kế toán,14,experience_match,7,6,8,7,7,8,8,8,10,4,10,4,7,8,9,8,Không yêu cầu,Cao đẳng,7,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa; Kế toán sản xuất; Kế toán doanh thu,Kế toán nội bộ; Kế toán; Logistic / Vận tải,Kế toán nội bộ; Kế toán; Logistic / Vận tải
kt_L4b_e4ced356a8f6a5474d1f787f03fd5461_9,kt_L4b,L4b,Kế toán,e4ced356a8f6a5474d1f787f03fd5461,Nhân Viên Kế Toán,Kế toán,9,experience_match,7,7,5,7,7,9,7,7,10,3,3,4,7,10,9,9,Không yêu cầu,Trung cấp,7,Đại học,Kế toán,Kế toán tổng hợp; Kế toán nội bộ; Thuế; Kế toán trưởng; Fast; Misa; Kế toán sản xuất; Kế toán doanh thu,Kế toán tổng hợp; Kế toán,Kế toán tổng hợp; Kế toán
kt_P2_393569e29b4b58bc0f81851017ed3cd8_10,kt_P2,P2,Kế toán,393569e29b4b58bc0f81851017ed3cd8,"CHUYÊN VIÊN TƯ VẤN TÀI CHÍNH -SHINHAN BANK ( Pico Plaza, Phường Bảy Hiền)",Ngân hàng,10,experience_match,7,6,4,6,7,6,4,6,10,9,3,5,7,10,6,7,Dưới 1 năm,Trung cấp,2,Đại học,Quản trị kinh doanh,Excel; Phần mềm quản lý bán hàng,,giao tiếp; thuyết phục và đàm phán; làm việc độc lập và làm việc nhóm hiệu quả; tinh thần trách nhiệm cao; trung thực và chịu được áp lực công việc; kỹ năng sử dụng các công cụ hỗ trợ bán hàng (CRM; phần mềm quản lý khách hàng); kỹ năng sử dụng tin học văn phòng (Word; Excel; PowerPoint)
kt_P2_d6cba309f38fb358dbdd7e9bdedd85d8_14,kt_P2,P2,Kế toán,d6cba309f38fb358dbdd7e9bdedd85d8,Hostess/Waiter/Waitress – Nhân Viên Phục Vụ - Biết Tiếng Anh - Hồ Chí Minh (Quận 2),Lao động phổ thông,14,skills_match,7,5,3,5,7,4,2,4,10,9,10,10,7,7,7,7,Không yêu cầu,,2,Đại học,Quản trị kinh doanh,Excel; Phần mềm quản lý bán hàng,,giao tiếp tiếng Anh tốt; kỹ năng giao tiếp và chăm sóc khách hàng tốt; thái độ tích cực; có khả năng làm việc trong giờ cao điểm; ngoại hình gọn gàng; chuyên nghiệp
kt_P_37ade59b0c3c6f4e43dd16c6e15be591_11,kt_P,P,Kế toán,37ade59b0c3c6f4e43dd16c6e15be591,Quản Lý Cửa Hàng - Trung Tâm Vui Chơi Giải Trí,Lao động phổ thông,11,skills_match,4,7,3,4,5,7,2,3,5,5,5,5,7,10,7,7,3 năm,Cao đẳng,2,Cao đẳng,Quản lý kho,Quản lý hàng hóa; Sử dụng máy tính,,basic office software; computer systems
kt_P_90c81ec8e7e2d0fde869ddf09b995492_4,kt_P,P,Kế toán,90c81ec8e7e2d0fde869ddf09b995492,Nhân Viên Chăm Sóc Khách Hàng Tiếng Anh - Không Yêu Cầu Kinh Nghiệm - Thu Nhập 15 - 23 Triệu - Tại HCM,Chăm sóc khách hàng,4,skills_match,5,7,4,6,5,7,2,5,10,9,10,10,7,7,6,7,Không yêu cầu,,2,Cao đẳng,Quản lý kho,Quản lý hàng hóa; Sử dụng máy tính,,giao tiếp tiếng Anh (tương đương IELTS 5.0+/B1 trở lên); Excel cơ bản; thực hiện công việc theo ca; luân phiên ca hàng tháng; sử dụng tinh thần trách nhiệm và chịu được áp lực trong công việc
kt_P_af2d1809f34d7bde525fcf43cae07763_12,kt_P,P,Kế toán,af2d1809f34d7bde525fcf43cae07763,"Giảng Viên Nghề Xây Dựng, Lái Xe, Lái Máy",Giáo dục,12,experience_match,1,4,2,3,1,3,1,1,10,9,5,5,7,10,7,7,2 năm,Cao đẳng,2,Cao đẳng,Quản lý kho,Quản lý hàng hóa; Sử dụng máy tính,Quản lý dự án thi công xây dựng; Xây dựng; Cơ khí / Tự động hóa; Logistic / Vận tải,Quản lý dự án thi công xây dựng; Xây dựng; Cơ khí / Tự động hóa; Logistic / Vận tải
ldpt_L1_06a80bf26185254e7ebf4cc65e2c50bf_10,ldpt_L1,L1,Lao động phổ thông,06a80bf26185254e7ebf4cc65e2c50bf,General Affairs (Lễ Tân - Hành Chính),Lao động phổ thông,10,experience_match,4,4,5,5,3,2,4,3,8,4,2,9,7,10,9,9,1 năm,Đại học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Lễ tân/Đón tiếp; Nhân sự,Excel; AutoCAD; Python; SAP
ldpt_L1_293355d0da54ac190aef7b7414a3dcf2_2,ldpt_L1,L1,Lao động phổ thông,293355d0da54ac190aef7b7414a3dcf2,Nhân Viên Telesales - Bán Hàng Qua Điện Thoại,Lao động phổ thông,2,education_match,6,5,4,6,5,3,2,3,10,10,10,10,7,8,3,7,Dưới 1 năm,Trung học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Bán hàng điện thoại; B2B; Online Sales; Telesales; Lao động phổ thông,Bán hàng điện thoại; B2B; Online Sales; Telesales
ldpt_L1_4646be97197f162b1be3a5912e6b214d_3,ldpt_L1,L1,Lao động phổ thông,4646be97197f162b1be3a5912e6b214d,"Nhân Viên Phục Vụ Nhà Hàng Fulltime / Thu Nhập Từ 15TR / Tại Thảo Điền, Quận 2 Cũ (Phường An Khánh, HCM)",Lao động phổ thông,3,experience_match;education_match,7,8,5,8,7,10,6,7,9,8,2,9,7,8,3,9,1 năm,Trung học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Phục vụ; Lao động phổ thông,Phục vụ; Lao động phổ thông
ldpt_L1_7a6ded3ab3c207ed2ad261175bbef740_13,ldpt_L1,L1,Lao động phổ thông,7a6ded3ab3c207ed2ad261175bbef740,Nhân Viên Kho Thanh Trì- Hà Nội/ Bình Tân- Hồ Chí Minh - Thu Nhập Ổn Định 10- 12 Triệu/Tháng,Lao động phổ thông,13,education_match,7,4,5,6,7,3,4,4,10,10,10,10,7,8,3,9,Không yêu cầu,Trung học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Nhân viên kho; Lao động phổ thông,Nhặt hàng; Kiểm tra & phân bổ đơn; Đóng gói tiêu chuẩn; Bàn giao đúng quy trình
ldpt_L1_8b9d34a2ac427ffa21e8cc1c6f98a508_15,ldpt_L1,L1,Lao động phổ thông,8b9d34a2ac427ffa21e8cc1c6f98a508,"Nhân Viên Kho - Phụ Kho (Nam) / Tại Bình Trị Đông, Bình Tân / Lương 9 Triệu",Lao động phổ thông,15,experience_match,4,5,4,6,3,5,6,5,9,7,0,9,7,7,7,7,1 năm,,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Nhân viên kho; Lao động phổ thông,Nhân viên kho; Lao động phổ thông
ldpt_L1_94e4f29a9d912cbf4df4d37f4e45ef31_6,ldpt_L1,L1,Lao động phổ thông,94e4f29a9d912cbf4df4d37f4e45ef31,Chuyên Viên Tư Vấn Bán Hàng (Thu Nhập 18 Triệu++),Lao động phổ thông,6,education_match,7,5,4,6,6,2,2,2,10,10,10,10,7,8,3,9,Dưới 1 năm,Trung học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Bán hàng điện thoại; Bán lẻ - Hàng tiêu dùng - FMCG; May mặc / Thời trang; Điện / Điện tử / Điện lạnh; B2C; Bán hàng tại cửa hàng/showroom; Lao động phổ thông,Bán hàng điện thoại; Bán lẻ - Hàng tiêu dùng - FMCG; May mặc / Thời trang; Điện / Điện tử / Điện lạnh; B2C; Bán hàng tại cửa hàng/showroom
ldpt_L1_ccfc77cff94e55ecb086ca7986b8be8e_5,ldpt_L1,L1,Lao động phổ thông,ccfc77cff94e55ecb086ca7986b8be8e,Nhân Viên Giao Hàng,Lao động phổ thông,5,education_match,5,5,5,6,3,4,4,4,10,10,10,10,7,9,3,9,Dưới 1 năm,Trung học,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,Shipper (Nhân viên giao hàng); Lao động phổ thông,Shipper
ldpt_L1_e6d3495bb732999313d30b669c595061_14,ldpt_L1,L1,Lao động phổ thông,e6d3495bb732999313d30b669c595061,"Nhân Viên Bán Hàng Điện Thoại - Thủ Đức, TPHCM - Đi Làm Ngay",Lao động phổ thông,14,education_match,7,6,4,6,5,4,2,4,10,9,10,10,7,9,3,5,Dưới 1 năm,Trung cấp,0,Đại học,Quản trị kinh doanh,Lao động phổ thông; Phục vụ,,Bán hàng điện thoại; Bán lẻ - Hàng tiêu dùng - FMCG; B2C; Direct Sales
ldpt_L1b_b9f028b982a8d3b6572e79ddef08b059_10,ldpt_L1b,L1b,Lao động phổ thông,b9f028b982a8d3b6572e79ddef08b059,Barista - Pha Chế Full-Time Chuỗi Hệ Thống Starbucks Vietnam Làm Tại Hà Nội - Hồ Chí Minh - Phú Quốc- Hải Phòng - Ninh Bình - Lào Cai - Ninh Bình- Ngệ An,Lao động phổ thông,10,skills_match,7,8,6,8,7,10,5,7,9,10,10,10,7,7,7,7,,,1,Trung cấp,Kinh doanh,Pha chế; Bán hàng,,
ldpt_L1b_e45ca0ed692beda2155bdee5384d3120_12,ldpt_L1b,L1b,Lao động phổ thông,e45ca0ed692beda2155bdee5384d3120,Nhân Viên Bán Hàng Fulltime/ Partime Tại Cửa Hàng - Lương 9 - 11 Triệu - Đi Làm Ngay,Lao động phổ thông,12,education_match,7,5,6,7,7,6,5,6,10,9,10,10,10,2,7,9,Không yêu cầu,Trung học,1,Trung cấp,Kinh doanh,Pha chế; Bán hàng,,Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi; Thực phẩm / Đồ uống; B2C; Direct Sales
ldpt_L1b_f0b26c47ee45c09b2fa65bc782af7252_8,ldpt_L1b,L1b,Lao động phổ thông,f0b26c47ee45c09b2fa65bc782af7252,"Nhân Viên Pha Chế - Nhà Hàng LILYSA / Thu Nhập 15 Triệu / Phường An Khánh, HCM",Lao động phổ thông,8,skills_match,4,5,6,5,4,2,7,4,5,4,5,5,7,10,10,10,2 năm,Trung cấp,1,Trung cấp,Kinh doanh,Pha chế; Bán hàng,Pha chế (Barista); Thực phẩm / Đồ uống,Pha chế (Barista); Thực phẩm / Đồ uống
ldpt_L2_4a2b8d3acba75bc63ab20cfca3856f35_8,ldpt_L2,L2,Lao động phổ thông,4a2b8d3acba75bc63ab20cfca3856f35,Trưởng Ban Vận Hành F&B - Chuỗi Nhà Hàng,Lao động phổ thông,8,education_match,2,2,2,2,1,3,1,1,0,3,2,2,0,5,6,5,5 năm,Đại học,1,Cao đẳng,Kinh doanh,Lao động phổ thông; Bán hàng siêu thị; Pha chế,Chuyên môn Nhà hàng/Dịch vụ ăn uống khác; Nhà hàng / Khách sạn,Excel; AutoCAD; Python; SAP
ldpt_L2_e4dde83c976b544b51cfb4b8d3631bba_4,ldpt_L2,L2,Lao động phổ thông,e4dde83c976b544b51cfb4b8d3631bba,Quản Lý Sản Phẩm Và Phát Triển (Ngành F&B),Lao động phổ thông,4,education_match,2,4,2,2,1,4,1,1,0,3,0,0,0,5,6,5,5 năm,Đại học,1,Cao đẳng,Kinh doanh,Lao động phổ thông; Bán hàng siêu thị; Pha chế,Chuyên môn Nhà hàng/Dịch vụ ăn uống khác; Thực phẩm / Đồ uống; Nhà hàng / Khách sạn,Python; SAP; Excel; AutoCAD
ldpt_L2_f0b26c47ee45c09b2fa65bc782af7252_14,ldpt_L2,L2,Lao động phổ thông,f0b26c47ee45c09b2fa65bc782af7252,"Nhân Viên Pha Chế - Nhà Hàng LILYSA / Thu Nhập 15 Triệu / Phường An Khánh, HCM",Lao động phổ thông,14,skills_match,3,7,4,4,3,8,5,4,4,5,3,4,7,8,6,7,2 năm,Trung cấp,1,Cao đẳng,Kinh doanh,Lao động phổ thông; Bán hàng siêu thị; Pha chế,Pha chế (Barista); Thực phẩm / Đồ uống,Pha chế (Barista); Thực phẩm / Đồ uống
ldpt_L2b_3d91d1d47f449cb42a80f0f0c0a2ba3e_9,ldpt_L2b,L2b,Lao động phổ thông,3d91d1d47f449cb42a80f0f0c0a2ba3e,Trưởng Nhóm Barista,Lao động phổ thông,9,skills_match,4,8,4,5,3,10,2,5,5,8,5,5,7,8,6,7,3 năm,Trung cấp,2,Cao đẳng,Đầu bếp,Đầu bếp; Pha chế; Sản xuất,Pha chế (Barista),Pha chế (Barista)
ldpt_L2b_3ef4c70e843c8b027eb6f49cf3f4257e_14,ldpt_L2b,L2b,Lao động phổ thông,3ef4c70e843c8b027eb6f49cf3f4257e,Trưởng Khối Vận Hành (Head Of Operations),Lao động phổ thông,14,education_match,1,4,2,2,1,5,2,2,1,2,0,1,1,5,6,5,Trên 5 năm,Đại học,2,Cao đẳng,Đầu bếp,Đầu bếp; Pha chế; Sản xuất,Chuyên môn Nhà hàng/Dịch vụ ăn uống khác,Quản lý vận hành; Kỹ năng quản lý đa thương hiệu; Khả năng làm việc dưới áp lực cao
ldpt_L2b_a5541365c6f75f68c9d83c572345670c_8,ldpt_L2b,L2b,Lao động phổ thông,a5541365c6f75f68c9d83c572345670c,Nhân Viên Pha Chế (Barista) - Thu Ngân,Lao động phổ thông,8,skills_match,7,8,5,7,6,9,4,5,10,9,10,10,7,8,7,7,Không yêu cầu,Trung học,2,Cao đẳng,Đầu bếp,Đầu bếp; Pha chế; Sản xuất,,Pha chế (Barista); Lao động phổ thông
ldpt_L2b_c7b652bfd234b59dbdf92b9f021e95f6_4,ldpt_L2b,L2b,Lao động phổ thông,c7b652bfd234b59dbdf92b9f021e95f6,Đầu Bếp Chế Biến Món Ăn Lương Từ 15 Triệu++ - Quảng Ninh,Lao động phổ thông,4,skills_match,7,4,7,7,7,3,8,6,7,8,6,7,7,8,8,8,3 năm,Trung cấp,2,Cao đẳng,Đầu bếp,Đầu bếp; Pha chế; Sản xuất,,Chế biến hải sản; Chế biến món Việt; Lẩu; Món chế biến sẵn
ldpt_L3_05e31f572020b50b0ceab1c0ff60b3c4_4,ldpt_L3,L3,Lao động phổ thông,05e31f572020b50b0ceab1c0ff60b3c4,Nhân Viên Phục Vụ - Ussina Aging Beef & Bar,Lao động phổ thông,4,experience_match,7,6,6,6,7,5,7,7,9,5,3,5,7,8,4,7,Dưới 1 năm,Trung cấp,3,Đại học,Đầu bếp,Lao động phổ thông; Đầu bếp; Phục vụ; Nhân viên kho,Phục vụ; Thực phẩm / Đồ uống; Nhà hàng / Khách sạn; Du lịch,Phục vụ; Thực phẩm / Đồ uống; Nhà hàng / Khách sạn; Du lịch
ldpt_L3_1c2d5300e31b3068c6f92540817e4261_15,ldpt_L3,L3,Lao động phổ thông,1c2d5300e31b3068c6f92540817e4261,Quản Lý Cửa Hàng Tiện Lợi 7-Eleven (Store Manager),Lao động phổ thông,15,education_match,5,6,4,5,4,5,2,4,7,7,6,7,7,9,3,5,2 năm,Trung cấp,3,Đại học,Đầu bếp,Lao động phổ thông; Đầu bếp; Phục vụ; Nhân viên kho,Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi; B2C; Bán hàng tại cửa hàng/showroom; Direct Sales,Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi; B2C; Bán hàng tại cửa hàng/showroom; Direct Sales
ldpt_L3_328ff4abef51529b57f7a6f62dc1ab8f_1,ldpt_L3,L3,Lao động phổ thông,328ff4abef51529b57f7a6f62dc1ab8f,"Nhân Viên Chăm Sóc Khách Hàng / Customer Service - Không Yêu Cầu Kinh Nghiệm, Làm Tại Văn Phòng (Đi Làm Ngay Hoặc Sau Lễ)",Lao động phổ thông,1,education_match,7,5,4,5,6,3,2,3,10,6,10,10,7,8,3,5,Không yêu cầu,Trung học,3,Đại học,Đầu bếp,Lao động phổ thông; Đầu bếp; Phục vụ; Nhân viên kho,,Trực page; Ngân hàng; Tài chính; Bất động sản; Lao động phổ thông
ldpt_L3_3af5c72ad2b6b7a6d004441686a5872f_5,ldpt_L3,L3,Lao động phổ thông,3af5c72ad2b6b7a6d004441686a5872f,Nhân Viên Kỹ Thuật Bảo Trì Sửa Chữa Thiết Bị Điện Lạnh/ Kho Lạnh/ Tủ Lạnh/Tủ Showcase,Lao động phổ thông,5,experience_match;education_match,2,4,2,4,1,3,1,1,3,8,5,9,3,9,6,9,2 năm,Trung cấp,3,Đại học,Đầu bếp,Lao động phổ thông; Đầu bếp; Phục vụ; Nhân viên kho,Thợ điện lạnh; Điện / Điện tử / Điện lạnh,Thợ điện lạnh; Điện / Điện tử / Điện lạnh
ldpt_L3_6553714e60262e7bb71e982f1b4633ac_13,ldpt_L3,L3,Lao động phổ thông,6553714e60262e7bb71e982f1b4633ac,Nhân Viên Tư Vấn & Bán Hàng Tại Shop (Thu Nhập Hấp Dẫn),Lao động phổ thông,13,education_match,6,5,5,5,5,4,4,4,7,6,6,6,7,8,3,7,1 năm,Trung học,3,Đại học,Đầu bếp,Lao động phổ thông; Đầu bếp; Phục vụ; Nhân viên kho,Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi; B2C; Bán hàng tại cửa hàng/showroom; Direct Sales; Lao động phổ thông,Bán hàng siêu thị/cửa hàng tiện ích/tiện lợi; B2C; Bán hàng tại cửa hàng/showroom; Direct Sales
